"","id","display_name","artists","artists_IDs","yr","danceability","energy","key","loudness","liveness","tempo","uri","url"
"1.89","7DUpuAzGUyJaJB3p9BC3Ms","Die Another Day","Madonna","6tbjWDEIzxoDsBA1FuhfPW","2003",0.792,0.797,0,-5.166,0.0896,123.993,"spotify:track:7DUpuAzGUyJaJB3p9BC3Ms","https://open.spotify.com/track/7DUpuAzGUyJaJB3p9BC3Ms"
"1.90","7ekpMm4kQ7gtfrUU9AfpT4","Day-In Day-Out - 2018","David Bowie","0oSGxfWSnnOXhD2fKuz2Gy","1987",0.616,0.894,0,-6.688,0.0546,119.952,"spotify:track:7ekpMm4kQ7gtfrUU9AfpT4","https://open.spotify.com/track/7ekpMm4kQ7gtfrUU9AfpT4"
"1.91","7EWKAYWmUc1cTfEimTKvou","Háblame de Ti","Pecos","77NuLmVgB5nIh0HEe6tmqX","1980",0.708,0.802,5,-6.853,0.151,124.641,"spotify:track:7EWKAYWmUc1cTfEimTKvou","https://open.spotify.com/track/7EWKAYWmUc1cTfEimTKvou"
"1.92","7fJzhcQYEa1NlmQiUcEDkd","Toda","Malú","3TLGNOdp1UWYMnV5XG9HkR","2001",0.793,0.931,9,-3.792,0.313,97.992,"spotify:track:7fJzhcQYEa1NlmQiUcEDkd","https://open.spotify.com/track/7fJzhcQYEa1NlmQiUcEDkd"
"1.93","7Ja3xxyLa5mdvAOlzBPXd2","Aqui No Hay Playa","The Refrescos","2dN0tlioLsFZ6319yNUNlX","1989",0.602,0.947,9,-8.05,0.159,168.145,"spotify:track:7Ja3xxyLa5mdvAOlzBPXd2","https://open.spotify.com/track/7Ja3xxyLa5mdvAOlzBPXd2"
"1.94","7MKO7rUZzjw8p87zdZDgqa","Besos","El Canto Del Loco","5RK6c1tyaKpwcDpbgCGNgj","2006",0.576,0.909,10,-3.306,0.134,104.971,"spotify:track:7MKO7rUZzjw8p87zdZDgqa","https://open.spotify.com/track/7MKO7rUZzjw8p87zdZDgqa"
"1.95","7p9dd71JR2ucoAuO1Sy0VZ","When You're Gone","Bryan Adams","3Z02hBLubJxuFJfhacLSDc","1998",0.546,0.931,0,-6.344,0.11,125.495,"spotify:track:7p9dd71JR2ucoAuO1Sy0VZ","https://open.spotify.com/track/7p9dd71JR2ucoAuO1Sy0VZ"
"1.96","7plH2F89nIgODAHqA12ftS","Quiero Abrazarte Tanto","Víctor Manuel","6cFqY5mkBqKqaIYunDg1k8","1970",0.462,0.769,2,-9.067,0.944,153.361,"spotify:track:7plH2F89nIgODAHqA12ftS","https://open.spotify.com/track/7plH2F89nIgODAHqA12ftS"
"1.97","7r5lFe8bzG5T3nzNNqPpMx","Tranquilo Majete","Celtas Cortos","3hIPQBm8PBt8B5aahP6cVP","1994",0.302,0.941,2,-3.469,0.0434,200.206,"spotify:track:7r5lFe8bzG5T3nzNNqPpMx","https://open.spotify.com/track/7r5lFe8bzG5T3nzNNqPpMx"
"1.98","7y4MPbGUPDA4cLeWIVLaBz","De amor ya no se muere","Gianni Bella","3BYkcaeSjIZaybFBNySWdP","1976",0.345,0.627,11,-6.291,0.132,144.672,"spotify:track:7y4MPbGUPDA4cLeWIVLaBz","https://open.spotify.com/track/7y4MPbGUPDA4cLeWIVLaBz"
"2.1","00awifJhQ2Xk0VTwBBYcT9","Quiero ser como tú","Rey lui","2cNdEUO3aXqALaZr6DhZvE","1989",0.706,0.834,4,-10.21,0.322,96.003,"spotify:track:00awifJhQ2Xk0VTwBBYcT9","https://open.spotify.com/track/00awifJhQ2Xk0VTwBBYcT9"
"2.2","03UrZgTINDqvnUMbbIMhql","Gangnam Style (<U+AC15><U+B0A8><U+C2A4><U+D0C0><U+C77C>)","PSY","2dd5mrQZvg6SmahdgVKDzh","2013",0.736,0.939,11,-2.812,0.0905,132.07,"spotify:track:03UrZgTINDqvnUMbbIMhql","https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql"
"2.3","0ct6r3EGTcMLPtrXHDvVjc","The Nights","Avicii","1vCWHaC5f2uS3yhpwWbIA6","2015",0.527,0.835,6,-5.298,0.249,125.983,"spotify:track:0ct6r3EGTcMLPtrXHDvVjc","https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc"
"2.4","0dlTGl67UFWcKupzkxZYOn","You Could Be Mine","Guns N' Roses","3qm84nBOXUEQ2vnTfUTTFC","1991",0.35,0.985,10,-5.676,0.36,151.007,"spotify:track:0dlTGl67UFWcKupzkxZYOn","https://open.spotify.com/track/0dlTGl67UFWcKupzkxZYOn"
"2.5","0jePqZlutXGa8xz6NNyKAy","Loco","Andrés Calamaro","3tAICgiSR5PfYY4B8qsoAU","1997",0.647,0.853,4,-7.075,0.261,108.698,"spotify:track:0jePqZlutXGa8xz6NNyKAy","https://open.spotify.com/track/0jePqZlutXGa8xz6NNyKAy"
"2.6","0L5sYIDHdhnwtJE0xB0JKV","Si tú no vuelves - MTV Unplugged","Miguel Bosé","7mWCSSOYqm4E9mB7V4ot6S","1993",0.619,0.484,7,-9.579,0.667,132.219,"spotify:track:0L5sYIDHdhnwtJE0xB0JKV","https://open.spotify.com/track/0L5sYIDHdhnwtJE0xB0JKV"
"2.7","0M2tanh26PWePnaGVV3h3y","Salta!!!","Tequila","6stZWw6L5Sjy5m7OdUR3rO","1981",0.474,0.935,2,-4.956,0.044,151.705,"spotify:track:0M2tanh26PWePnaGVV3h3y","https://open.spotify.com/track/0M2tanh26PWePnaGVV3h3y"
"2.8","0MwwLooObZFoknC6PTLGof","Woman To Woman","Joe Cocker","3pFCERyEiP5xeN2EsPXhjI","1972",0.713,0.305,1,-15.499,0.0721,181.106,"spotify:track:0MwwLooObZFoknC6PTLGof","https://open.spotify.com/track/0MwwLooObZFoknC6PTLGof"
"2.9","0n0evL7FWRHDFS0HOxHMz1","Lo que fui es lo que soy","Alejandro Sanz","5sUrlPAHlS9NEirDB8SEbF","1992",0.647,0.801,0,-3.797,0.087,139.082,"spotify:track:0n0evL7FWRHDFS0HOxHMz1","https://open.spotify.com/track/0n0evL7FWRHDFS0HOxHMz1"
"2.10","0QQHPRbgLJJ5XNzJV1l9BW","María","Ricky Martin","7slfeZO9LsJbWgpkIoXBUJ","1996",0.723,0.914,7,-5.598,0.95,101.181,"spotify:track:0QQHPRbgLJJ5XNzJV1l9BW","https://open.spotify.com/track/0QQHPRbgLJJ5XNzJV1l9BW"
"2.11","0sqT0hBYttZiNbkS4FmRvM","Suite Nupcial","Gabinete Caligari","112QHbB1xApqwVJR6n20xy","1988",0.446,0.662,11,-13.019,0.35,146.004,"spotify:track:0sqT0hBYttZiNbkS4FmRvM","https://open.spotify.com/track/0sqT0hBYttZiNbkS4FmRvM"
"2.12","0XTp7FvMMRslFWk4S7CFzX","Malabares","Estopa","5ZqnEfVdEGmoPxtELhN7ai","2006",0.498,0.888,9,-7.424,0.429,105.917,"spotify:track:0XTp7FvMMRslFWk4S7CFzX","https://open.spotify.com/track/0XTp7FvMMRslFWk4S7CFzX"
"2.13","0yac0FPhLRH9i9lOng3f81","Everybody's Changing","Keane","53A0W3U0s8diEn9RhXQhVz","2004",0.517,0.839,0,-3.521,0.108,94.016,"spotify:track:0yac0FPhLRH9i9lOng3f81","https://open.spotify.com/track/0yac0FPhLRH9i9lOng3f81"
"2.14","10BnpuzceIPQgcrVNy6D7Z","All Good Things (Come To An End)","Nelly Furtado","2jw70GZXlAI8QzWeY2bgRc","2007",0.664,0.667,9,-7.614,0.105,100.903,"spotify:track:10BnpuzceIPQgcrVNy6D7Z","https://open.spotify.com/track/10BnpuzceIPQgcrVNy6D7Z"
"2.15","15m2Op4d1ZtX0ScPaDNKcd","Vino Tinto","Estopa","5ZqnEfVdEGmoPxtELhN7ai","2002",0.694,0.935,7,-3.215,0.0324,92.478,"spotify:track:15m2Op4d1ZtX0ScPaDNKcd","https://open.spotify.com/track/15m2Op4d1ZtX0ScPaDNKcd"
"2.16","18eqtLHIuDSnx54o0IRUy0","Spending My Time","Roxette","2SHhfs4BiDxGQ3oxqf0UHY","1991",0.42,0.574,4,-5.149,0.127,170.549,"spotify:track:18eqtLHIuDSnx54o0IRUy0","https://open.spotify.com/track/18eqtLHIuDSnx54o0IRUy0"
"2.17","18vQR2z7H92WtRRzFupzva","Cuando Amanece","Estopa","5ZqnEfVdEGmoPxtELhN7ai","2008",0.513,0.952,7,-2.444,0.111,179.867,"spotify:track:18vQR2z7H92WtRRzFupzva","https://open.spotify.com/track/18vQR2z7H92WtRRzFupzva"
"2.18","1B75hgRqe7A4fwee3g3Wmu","U Can't Touch This","MC Hammer","2rblp9fJo16ZPTcKDtlmKW","1990",0.867,0.517,11,-13.222,0.0864,133.148,"spotify:track:1B75hgRqe7A4fwee3g3Wmu","https://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu"
"2.19","1ckA0uyuaHpzTlAdZYkSpY","Besaré el suelo","Luz Casal","1HUbv0v2f9HNE6qIbB35El","1995",0.565,0.57,0,-8.038,0.0855,138.218,"spotify:track:1ckA0uyuaHpzTlAdZYkSpY","https://open.spotify.com/track/1ckA0uyuaHpzTlAdZYkSpY"
"2.20","1gkBsKxTpVHIn1nLf05CUo","Peter Pan","El Canto Del Loco","5RK6c1tyaKpwcDpbgCGNgj","2008",0.568,0.832,4,-3.358,0.204,92.452,"spotify:track:1gkBsKxTpVHIn1nLf05CUo","https://open.spotify.com/track/1gkBsKxTpVHIn1nLf05CUo"
"2.21","1hbWtHgRDG25DkmxE4I28V","Puedes Contar Conmigo","La Oreja de Van Gogh","4U7lXyKdSf1JbM1aXvsodC","2003",0.651,0.894,6,-4.843,0.13,144.95,"spotify:track:1hbWtHgRDG25DkmxE4I28V","https://open.spotify.com/track/1hbWtHgRDG25DkmxE4I28V"
"2.22","1JDykTER6QI95FSk3Kz2ox","Cuelate En Mi Música - Medley","La Decada Prodigiosa","0GkNwzVvRxd09suskI9lQR","1989",0.642,0.731,0,-11.281,0.105,145.956,"spotify:track:1JDykTER6QI95FSk3Kz2ox","https://open.spotify.com/track/1JDykTER6QI95FSk3Kz2ox"
"2.23","1KLSCN173D3yj2PbMfYzJO","Ven otra vez","Toni Artis","5IREcOUpUJMnsmatOUd8hX","1975",0.583,0.612,7,-6.971,0.284,144.808,"spotify:track:1KLSCN173D3yj2PbMfYzJO","https://open.spotify.com/track/1KLSCN173D3yj2PbMfYzJO"
"2.24","1LPGRAm4cWsBgc3dy8uUJH","Dos Corazones Y Un Destino","Bertin Osborne","3GcAxbZYbhiXlNrhxWgiQZ","1987",0.651,0.635,6,-7.17,0.243,122.57,"spotify:track:1LPGRAm4cWsBgc3dy8uUJH","https://open.spotify.com/track/1LPGRAm4cWsBgc3dy8uUJH"
"2.25","1p7m9H4H8s0Y7SgRm7j3ED","Flaca","Andrés Calamaro","3tAICgiSR5PfYY4B8qsoAU","1998",0.739,0.745,7,-6.658,0.127,109.326,"spotify:track:1p7m9H4H8s0Y7SgRm7j3ED","https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED"
"2.26","1pRyCNAbTE4HhwSyb8AB6R","La Tortura (ver. Shakira y Alejandro Sanz)","Hitsound Productions","1ONE6aPvIu4iCBjE4OxC5Y","2005",0.777,0.73,7,-8.31,0.0857,99.988,"spotify:track:1pRyCNAbTE4HhwSyb8AB6R","https://open.spotify.com/track/1pRyCNAbTE4HhwSyb8AB6R"
"2.27","1SA7PwQqyPnsXjCjNAe37h","Propuesta - En Vivo","Roberto Carlos","7fAKtXSdNInWAIf0jVUz65","1976",0.403,0.443,5,-10.257,0.297,137.553,"spotify:track:1SA7PwQqyPnsXjCjNAe37h","https://open.spotify.com/track/1SA7PwQqyPnsXjCjNAe37h"
"2.28","1TVjUzYo7dTIVesKfi7eqx","Como Yo Te Amo","Rocío Jurado","1FlYevYLENR3IMgMlnMvf9","1980",0.51,0.885,5,-5.078,0.94,139.786,"spotify:track:1TVjUzYo7dTIVesKfi7eqx","https://open.spotify.com/track/1TVjUzYo7dTIVesKfi7eqx"
"2.29","1UfDvk4VmNlbhbWyeMWlsV","Thank You","Alanis Morissette","6ogn9necmbUdCppmNnGOdi","1998",0.662,0.651,0,-4.793,0.122,92.213,"spotify:track:1UfDvk4VmNlbhbWyeMWlsV","https://open.spotify.com/track/1UfDvk4VmNlbhbWyeMWlsV"
"2.30","1v1cw4SFLh1ELs2VRAcJZt","Shut Up","The Black Eyed Peas","1yxSLGMDHlW21z4YXirZDS","2004",0.813,0.716,2,-4.033,0.212,112.975,"spotify:track:1v1cw4SFLh1ELs2VRAcJZt","https://open.spotify.com/track/1v1cw4SFLh1ELs2VRAcJZt"
"2.31","1wJneaMg40pI9qxGXPxG9X","Amante Bandido","Miguel Bosé","7mWCSSOYqm4E9mB7V4ot6S","1985",0.751,0.71,2,-8.026,0.0827,130.797,"spotify:track:1wJneaMg40pI9qxGXPxG9X","https://open.spotify.com/track/1wJneaMg40pI9qxGXPxG9X"
"2.32","1wqAEaFDR4u307t8QCwJY1","Cant Let It Go","Dabby K","4VyMdCMgpAioLjhghyy1YT","1994",0.679,0.642,0,-4.477,0.226,130.964,"spotify:track:1wqAEaFDR4u307t8QCwJY1","https://open.spotify.com/track/1wqAEaFDR4u307t8QCwJY1"
"2.33","1wrT33b6HuKlpk9ziscEUY","Baby Jane - 2008 Remastered Version","Rod Stewart","2y8Jo9CKhJvtfeKOsYzRdT","1983",0.641,0.796,2,-8.56,0.358,123.229,"spotify:track:1wrT33b6HuKlpk9ziscEUY","https://open.spotify.com/track/1wrT33b6HuKlpk9ziscEUY"
"2.34","1Xypp8CMipaca9GWyW14Rh","Los Rockeros Van al Infierno - Remasterizado","Barón Rojo","0R5dtryP4tKLlMZA0vhBvF","1982",0.44,0.954,5,-3.908,0.315,129.237,"spotify:track:1Xypp8CMipaca9GWyW14Rh","https://open.spotify.com/track/1Xypp8CMipaca9GWyW14Rh"
"2.35","1y45MuhyMpllFr1XXISRki","Busindree Reel - Clubbie Extended Mix","Hevia","4zZpzWYJaB1flhTV6UueQq","1999",0.521,0.932,5,-4.761,0.0661,108.005,"spotify:track:1y45MuhyMpllFr1XXISRki","https://open.spotify.com/track/1y45MuhyMpllFr1XXISRki"
"2.36","1zfdAcwCRnrm7OAmKw9VxY","G.T.O.","Sinitta","1nUUfnmwd9mdpTPwMcM1hd","1988",0.65,0.95,2,-5.712,0.326,120.157,"spotify:track:1zfdAcwCRnrm7OAmKw9VxY","https://open.spotify.com/track/1zfdAcwCRnrm7OAmKw9VxY"
"2.37","20I6sIOMTCkB6w7ryavxtO","Call Me Maybe","Carly Rae Jepsen","6sFIWsNpZYqfjUpaCgueju","2012",0.782,0.6,7,-6.532,0.108,120.05,"spotify:track:20I6sIOMTCkB6w7ryavxtO","https://open.spotify.com/track/20I6sIOMTCkB6w7ryavxtO"
"2.38","263lAKcrGOCXLPZzZXJqbY","Cisne Cuello Negro","Basilio","6h8tckbGautdVT00tAzTNX","1977",0.494,0.597,7,-8.575,0.342,132.485,"spotify:track:263lAKcrGOCXLPZzZXJqbY","https://open.spotify.com/track/263lAKcrGOCXLPZzZXJqbY"
"2.39","2bCQHF9gdG5BNDVuEIEnNk","Smooth Criminal - 2012 Remaster","Michael Jackson","3fMbdgg4jU18AjLCKBhRSm","1987",0.853,0.981,8,-3.947,0.306,118.193,"spotify:track:2bCQHF9gdG5BNDVuEIEnNk","https://open.spotify.com/track/2bCQHF9gdG5BNDVuEIEnNk"
"2.40","2CThtbrtTyQo6IPLMNM2V1","All of You","Julio Iglesias","4etuCZVdP8yiNPn4xf0ie5","1984",0.472,0.541,10,-9.052,0.606,86.062,"spotify:track:2CThtbrtTyQo6IPLMNM2V1","https://open.spotify.com/track/2CThtbrtTyQo6IPLMNM2V1"
"2.41","2DAeRk6J5C1Zu8iy32sUPf","Ella (Tu Piel Morena)","Viceversa","401RKKAmr5xOK3FpoXud68","1993",0.706,0.973,2,-8.386,0.0716,126.975,"spotify:track:2DAeRk6J5C1Zu8iy32sUPf","https://open.spotify.com/track/2DAeRk6J5C1Zu8iy32sUPf"
"2.42","2dLLR6qlu5UJ5gk0dKz0h3","Royals","Lorde","163tK9Wjr9P9DmM0AVK7lm","2014",0.616,0.432,7,-9.546,0.132,84.778,"spotify:track:2dLLR6qlu5UJ5gk0dKz0h3","https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3"
"2.43","2EI8uljBPaI23VUr2tv4eS","Jam","Michael Jackson","3fMbdgg4jU18AjLCKBhRSm","1992",0.884,0.96,2,-4.613,0.271,116.273,"spotify:track:2EI8uljBPaI23VUr2tv4eS","https://open.spotify.com/track/2EI8uljBPaI23VUr2tv4eS"
"2.44","2IZZqH4K02UIYg5EohpNHF","Zombie","The Cranberries","7t0rwkOPGlDPEhaOcVtOt9","1995",0.299,0.613,7,-9.012,0.368,166.96,"spotify:track:2IZZqH4K02UIYg5EohpNHF","https://open.spotify.com/track/2IZZqH4K02UIYg5EohpNHF"
"2.45","2PwlT72CyKMN2WzgCS4yUR","Y Sin Embargo - En Directo","Joaquín Sabina","4aeIWo5CMF1uRmqgJdwkZW","2001",0.628,0.686,7,-6.633,0.864,84.446,"spotify:track:2PwlT72CyKMN2WzgCS4yUR","https://open.spotify.com/track/2PwlT72CyKMN2WzgCS4yUR"
"2.46","2Qtuf8OAquqo1XJ2IcivUP","Baila, baila - Medley","La Decada Prodigiosa","0GkNwzVvRxd09suskI9lQR","1986",0.477,0.753,8,-9.569,0.0715,81.158,"spotify:track:2Qtuf8OAquqo1XJ2IcivUP","https://open.spotify.com/track/2Qtuf8OAquqo1XJ2IcivUP"
"2.47","2StpwnBGDxWjU0m2xJ03EL","A Little Less Conversation - JXL Radio Edit Remix","Elvis Presley","43ZHCT0cAZBISjO8DG9PnE","2002",0.565,0.982,4,-3.773,0.192,114.984,"spotify:track:2StpwnBGDxWjU0m2xJ03EL","https://open.spotify.com/track/2StpwnBGDxWjU0m2xJ03EL"
"2.48","2T3jgoAMbBXiMMD8pSc6QL","This Is The Life","Amy Macdonald","1hJuGCUpefX24GFmss9bjH","2009",0.506,0.88,1,-4.948,0.0712,190.129,"spotify:track:2T3jgoAMbBXiMMD8pSc6QL","https://open.spotify.com/track/2T3jgoAMbBXiMMD8pSc6QL"
"2.49","2tFw1rpG8RqiWPJJDPikJt","Un Sorbito de Champagne","Los Brincos","01O7L4gnkTLgiCLcNhUAlK","1966",0.368,0.342,1,-8.406,0.0894,184.353,"spotify:track:2tFw1rpG8RqiWPJJDPikJt","https://open.spotify.com/track/2tFw1rpG8RqiWPJJDPikJt"
"2.50","2TiIXOtfaPnfGuAerof0UH","Sleeping In My Car","Roxette","2SHhfs4BiDxGQ3oxqf0UHY","1994",0.507,0.847,6,-3.806,0.146,135.232,"spotify:track:2TiIXOtfaPnfGuAerof0UH","https://open.spotify.com/track/2TiIXOtfaPnfGuAerof0UH"
"2.51","2v8B8d17Xxu9uLU5sNiHSL","Delilah","Tom Jones","1T0wRBO0CK0vK8ouUMqEl5","1968",0.529,0.497,9,-10.924,0.549,95.908,"spotify:track:2v8B8d17Xxu9uLU5sNiHSL","https://open.spotify.com/track/2v8B8d17Xxu9uLU5sNiHSL"
"2.52","2yAVzRiEQooPEJ9SYx11L3","Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio","Eiffel 65","64rxQRJsLgZwHHyWKB8fiF","1999",0.822,0.969,7,-11.471,0.39,128.007,"spotify:track:2yAVzRiEQooPEJ9SYx11L3","https://open.spotify.com/track/2yAVzRiEQooPEJ9SYx11L3"
"2.53","2yIA0L0drNsmtvHIx4WjyO","Tu frialdad","Triana","5hlBb5u8K5D8yrL8jwZ7N9","1979",0.415,0.684,7,-5.782,0.0993,103.35,"spotify:track:2yIA0L0drNsmtvHIx4WjyO","https://open.spotify.com/track/2yIA0L0drNsmtvHIx4WjyO"
"2.54","3850dYVgOFIXJh5U4BFEWH","Hung Up","Madonna","6tbjWDEIzxoDsBA1FuhfPW","2006",0.649,0.647,9,-7.695,0.0686,125.02,"spotify:track:3850dYVgOFIXJh5U4BFEWH","https://open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH"
"2.55","3BTtZeRI9cSmR6TuhBVucG","Don't Go Breaking My Heart - Elton John and Kiki Dee","Players Since Creation","69jVjVhjeIhcJNboCmRA7t","1976",0.677,0.694,10,-12.008,0.064,131.51,"spotify:track:3BTtZeRI9cSmR6TuhBVucG","https://open.spotify.com/track/3BTtZeRI9cSmR6TuhBVucG"
"2.56","3CrC2nS6XAvd9yexbJGNI7","Shakira Y El Cata: Loca","Estudio K L","72iuahEAHKaMzDXKVw6e8P","2010",0.772,0.849,9,-7.098,0.104,112.001,"spotify:track:3CrC2nS6XAvd9yexbJGNI7","https://open.spotify.com/track/3CrC2nS6XAvd9yexbJGNI7"
"2.57","3GHgLIY5drnms1MPKcMlmi","Cadillac Solitario - Live","Loquillo Y Los Trogloditas","4EM1gc21UrYHQ3eal963Xl","1989",0.316,0.695,11,-6.983,0.943,116.408,"spotify:track:3GHgLIY5drnms1MPKcMlmi","https://open.spotify.com/track/3GHgLIY5drnms1MPKcMlmi"
"2.58","3gO8mvkxIcyF9N7Vd1WM2i","Perdóname","Camilo Sesto","2Cy7KBSkqu7otJfuMTWT7Y","1980",0.378,0.567,2,-6.591,0.302,133.343,"spotify:track:3gO8mvkxIcyF9N7Vd1WM2i","https://open.spotify.com/track/3gO8mvkxIcyF9N7Vd1WM2i"
"2.59","3LcenopekwU58dQtZtU41p","El Blues del Autobús","Miguel Rios","1dpnxi6xgoB2kaRYnnoatZ","1982",0.569,0.849,0,-5.798,0.9,134.429,"spotify:track:3LcenopekwU58dQtZtU41p","https://open.spotify.com/track/3LcenopekwU58dQtZtU41p"
"2.60","3PK6nJvcddecPj2ESgMJAe","Asimbonanga (Mandela)","Johnny Clegg & Savuka","7tEJ4G6zzFAmzAfbl6faO4","1988",0.462,0.505,7,-5.978,0.0604,85.542,"spotify:track:3PK6nJvcddecPj2ESgMJAe","https://open.spotify.com/track/3PK6nJvcddecPj2ESgMJAe"
"2.61","3Scm83Cgcy374PVLdjjRmJ","69 Punto G","Joaquín Sabina","4aeIWo5CMF1uRmqgJdwkZW","2002",0.721,0.736,5,-7.723,0.177,84.919,"spotify:track:3Scm83Cgcy374PVLdjjRmJ","https://open.spotify.com/track/3Scm83Cgcy374PVLdjjRmJ"
"2.62","3tCwjWLicbjsMCvXhN0WOE","Rude","MAGIC!","0DxeaLnv6SyYk2DOqkLO8c","2014",0.743,0.807,1,-3.78,0.309,144.062,"spotify:track:3tCwjWLicbjsMCvXhN0WOE","https://open.spotify.com/track/3tCwjWLicbjsMCvXhN0WOE"
"2.63","3UJsj7VtMqpWlufi8zIFVI","Eres Tu","Luz Casal","1HUbv0v2f9HNE6qIbB35El","1983",0.268,0.235,3,-9.907,0.0897,120.609,"spotify:track:3UJsj7VtMqpWlufi8zIFVI","https://open.spotify.com/track/3UJsj7VtMqpWlufi8zIFVI"
"2.64","3vNQTlsXvQFPEq4BMcR9wB","Quiero Ser","Antonio Orozco","1ADdpen72RPuafRcv0YRBf","2004",0.68,0.848,0,-5.74,0.211,105.985,"spotify:track:3vNQTlsXvQFPEq4BMcR9wB","https://open.spotify.com/track/3vNQTlsXvQFPEq4BMcR9wB"
"2.65","3wFGs9ujcDOs0PslJvEUuZ","Amanda","Paolo Salvatore","4M9g2hG8e19pf25E80lM2w","1985",0.682,0.897,4,-4.534,0.182,123.705,"spotify:track:3wFGs9ujcDOs0PslJvEUuZ","https://open.spotify.com/track/3wFGs9ujcDOs0PslJvEUuZ"
"2.66","3xiNRrrVROKlHrflHGNTfG","Antes de que cuente diez","Fito y Fitipaldis","1tZ99AnqyjgrmPwLfGU5eo","2009",0.521,0.852,6,-5.014,0.365,151.012,"spotify:track:3xiNRrrVROKlHrflHGNTfG","https://open.spotify.com/track/3xiNRrrVROKlHrflHGNTfG"
"2.67","44R2s9CgoiMioUrwWcO9UW","Yo tengo una mujer tremenda","Paolo Salvatore","4M9g2hG8e19pf25E80lM2w","1987",0.667,0.882,2,-4.586,0.268,133.038,"spotify:track:44R2s9CgoiMioUrwWcO9UW","https://open.spotify.com/track/44R2s9CgoiMioUrwWcO9UW"
"2.68","44XnWHWCDKTXGomorkIqdT","Manda Christmas","Los Diablos","1iTBMIseDKB2IoKlmlGvyp","1972",0.35,0.476,7,-10.448,0.284,79.938,"spotify:track:44XnWHWCDKTXGomorkIqdT","https://open.spotify.com/track/44XnWHWCDKTXGomorkIqdT"
"2.69","4buDeg67vos7KP1yHrS9wl","You Got It (The Right Stuff)","New Kids On The Block","55qiaow2sDYtjqu1mwRua6","1990",0.788,0.522,0,-13.029,0.0671,111.578,"spotify:track:4buDeg67vos7KP1yHrS9wl","https://open.spotify.com/track/4buDeg67vos7KP1yHrS9wl"
"2.70","4e80zUwo7YuhNHs9OokSG0","Can't Stop This Thing We Started","Bryan Adams","3Z02hBLubJxuFJfhacLSDc","1992",0.536,0.884,9,-6.859,0.545,113.066,"spotify:track:4e80zUwo7YuhNHs9OokSG0","https://open.spotify.com/track/4e80zUwo7YuhNHs9OokSG0"
"2.71","4eA7uQ4ZVKPJQagMrXXZOr","Te lo agradezco, pero no - con Shakira desde Santiago de Compostela","Alejandro Sanz","5sUrlPAHlS9NEirDB8SEbF","2007",0.598,0.939,4,-5.143,0.951,154.084,"spotify:track:4eA7uQ4ZVKPJQagMrXXZOr","https://open.spotify.com/track/4eA7uQ4ZVKPJQagMrXXZOr"
"2.72","4eHbdreAnSOrDDsFfc4Fpm","I Will Always Love You","Whitney Houston","6XpaIBNiVzIetEPCWDvAFP","1993",0.306,0.214,4,-12.518,0.0839,66.98,"spotify:track:4eHbdreAnSOrDDsFfc4Fpm","https://open.spotify.com/track/4eHbdreAnSOrDDsFfc4Fpm"
"2.73","4HHC6rCK8Kd1a0Ry4AfVel","Suelta Las Riendas De Mi Corazon","Mikel Erentxun","7thnnayFyJnVOAJrpe5wMC","1996",0.448,0.876,11,-4.958,0.161,150.024,"spotify:track:4HHC6rCK8Kd1a0Ry4AfVel","https://open.spotify.com/track/4HHC6rCK8Kd1a0Ry4AfVel"
"2.74","4qKcDkK6siZ7Jp1Jb4m0aL","Look Alive (feat. Drake)","BlocBoy JB","4TEJudQY2pXxVHPE3gD2EU","1985",0.922,0.581,10,-7.495,0.105,140.022,"spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL","https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL"
"2.75","4r8lRYnoOGdEi6YyI5OC1o","Bye Bye Bye","*NSYNC","6Ff53KvcvAj5U7Z1vojB5o","2000",0.614,0.928,8,-4.806,0.0845,172.656,"spotify:track:4r8lRYnoOGdEi6YyI5OC1o","https://open.spotify.com/track/4r8lRYnoOGdEi6YyI5OC1o"
"2.76","4rEOvNqEByJrCxvp3EiR8B","La Distancia (A Distância)","Roberto Carlos","7fAKtXSdNInWAIf0jVUz65","1974",0.281,0.493,0,-8.677,0.193,127.181,"spotify:track:4rEOvNqEByJrCxvp3EiR8B","https://open.spotify.com/track/4rEOvNqEByJrCxvp3EiR8B"
"2.77","4rFCPjKfgbEeNvs1Ku4nbd","Yo Quiero Bailar","Sonia Y Selena","0wWRxCuyckZOJQVEGqE1f8","2001",0.628,0.948,11,-5.982,0.316,133.952,"spotify:track:4rFCPjKfgbEeNvs1Ku4nbd","https://open.spotify.com/track/4rFCPjKfgbEeNvs1Ku4nbd"
"2.78","4rJdaSwOCHLBhxdMsymeMw","Entre dos tierras","Heroes Del Silencio","3qAPxVwIQRBuz5ImPUxpZT","1991",0.458,0.746,11,-9.444,0.172,166.095,"spotify:track:4rJdaSwOCHLBhxdMsymeMw","https://open.spotify.com/track/4rJdaSwOCHLBhxdMsymeMw"
